CABra dataset - Streamflow attributes

q is the daily streamflow. 
q_mean, q_1, q_5, q_95, and q_99 are long-term mean of q, 1st quantile of q (very-low flow), 5th quantile of q (low flow), 95th quantile of q (hig-flow), and 99th quantile of q (very-high flow), respectively.
q_lf, q_ld, q_hf, and q_hd are the frequency and duration of low flow and high flow events, respectively. q_zero is the frequency of zero flow. q_hfd is the half-flow day.
q_cv, q_lcv, and q_hcv are the coefficient of variation of mean flow, low flow, and high flow, respectively.
q_elasticity, fdc_slope, baseflow_index, and runoff_coef are the streamflow elasticity, slope of the flow duration curve, the baseflow index, and the runoff coefficient of the catchment, respectively.
 
  CABra ID	     ANA ID	   q_mean	      q_1	      q_5	     q_95	     q_99	       q_lf	     q_ld	        q_hf	     q_hd	    q_hfd	      q_zero	     q_cv	    q_lcv	    q_hcv	    q_elasticity	       fdc_slope	  baseflow_index	     runoff_coef
          	           	 mm day¯¹	 mm day¯¹	 mm day¯¹	 mm day¯¹	 mm day¯¹	 days year¯¹	     days	 days year¯¹	     days	      DOY	 days year¯¹	         	         	         	                	                	                	                
         1	   13880000	     2.25	     0.34	     0.39	     4.52	     4.64	          19	       38	           0	        0	      181	           0	     0.08	     0.11	     0.04	            0.36	           -4.42	           93.22	            0.40
         2	   14110000	     5.60	     0.67	     1.16	    11.17	    11.96	          15	       20	           0	        0	      248	           0	     0.11	     0.62	     0.11	            0.97	           -1.93	           90.46	            0.63
         3	   14230000	     6.69	     1.24	     2.12	    12.42	    14.16	           4	        9	           0	        0	      238	           0	     0.08	     0.46	     0.09	            1.08	           -1.58	           88.67	            0.79
         4	   14250000	     5.72	     1.03	     1.72	    10.63	    11.77	           4	        9	           0	        0	      242	           0	     0.10	     0.50	     0.10	            0.89	           -1.68	           91.42	            0.65
         5	   14260000	     5.06	     0.43	     1.09	     9.91	    11.83	          14	       14	           0	        0	      243	           0	     0.09	     0.55	     0.13	            0.55	           -1.79	           88.12	            0.65
         6	   14280001	     5.25	     0.63	     1.30	    10.12	    11.97	          11	       13	           0	        0	      239	           0	     0.10	     0.52	     0.14	            0.26	           -1.64	           88.70	            0.67
         7	   14300000	     5.57	     1.34	     1.98	    11.02	    16.73	           1	        6	           0	        0	      217	           0	     0.13	     0.26	     0.26	            1.31	           -1.40	           84.13	            0.68
         8	   14330000	     5.52	     1.11	     1.93	     9.82	    11.01	           3	       10	           0	        0	      236	           0	     0.10	     0.49	     0.10	            1.11	           -1.37	           91.60	            0.64
         9	   14420000	     5.25	     1.52	     2.17	     9.12	    10.24	           0	        0	           0	        0	      232	           0	     0.11	     0.38	     0.11	            0.79	           -1.13	           93.26	            0.63
        10	   14495000	     2.70	     0.41	     0.61	     6.40	     7.95	           5	        8	           0	        0	      245	           0	     0.25	     0.49	     0.19	            1.05	           -2.08	           87.81	            0.46
        11	   14515000	     2.50	     0.29	     0.43	     6.68	     8.18	          11	       11	           0	        0	      253	           0	     0.29	     0.57	     0.23	           -0.50	           -2.35	           87.21	            0.43
        12	   14550000	     2.16	     0.17	     0.26	     7.71	    13.76	          10	        5	          11	        2	      255	           0	     0.32	     0.37	     0.32	            0.30	           -3.15	           79.53	            0.57
        13	   14680001	     2.13	     0.26	     0.41	     4.96	     6.41	          12	       11	           0	        0	      245	           0	     0.28	     0.60	     0.24	            0.44	           -2.11	           87.92	            0.37
        14	   14710000	     2.21	     0.20	     0.31	     6.51	     7.85	          13	       14	           0	        0	      262	           0	     0.30	     0.59	     0.24	            0.84	           -2.86	           87.34	            0.42
        15	   15030000	     3.51	     1.74	     2.02	     5.33	     5.82	           0	        0	           0	        0	      215	           0	     0.10	     0.14	     0.12	            1.11	           -0.94	           96.93	            0.50
        16	   15050000	     1.67	     0.97	     1.07	     2.93	     3.69	           0	        0	           0	        0	      171	           0	     0.11	     0.12	     0.21	            0.69	           -0.81	           94.30	            0.39
        17	   15120001	     0.49	     0.11	     0.12	     1.44	     1.79	           0	        0	           1	       18	      174	           0	     0.26	     0.14	     0.29	            0.47	           -3.13	           93.16	            0.13
        18	   15250000	     1.14	     0.14	     0.18	     2.47	     2.97	          26	       29	           0	        0	      185	           0	     0.19	     0.27	     0.18	           -0.19	           -3.15	           92.69	            0.24
        19	   15320002	     1.69	     0.27	     0.35	     3.53	     3.88	           9	       12	           0	        0	      173	           0	     0.25	     0.26	     0.24	            0.28	           -2.67	           92.19	            0.32
        20	   15430000	     1.90	     0.05	     0.09	     5.90	     7.89	          63	       21	           1	        3	      163	           0	     0.18	     0.58	     0.27	            1.18	           -5.13	           86.75	            0.35
        21	   15431000	     2.22	     0.14	     0.21	     6.37	     8.11	          35	       10	           0	        0	      164	           0	     0.16	     0.31	     0.15	           -0.74	           -4.29	           87.21	            0.38
        22	   15432000	     2.50	     0.04	     0.12	     8.14	    10.10	          73	       24	           1	        2	      158	           0	     0.27	     0.47	     0.25	            0.52	           -5.10	           86.59	            0.43
        23	   15550000	     2.31	     0.21	     0.29	     6.12	     7.70	          21	       15	           0	        0	      179	           0	     0.18	     0.29	     0.18	            0.96	           -4.22	           91.51	            0.39
        24	   15558000	     1.88	     0.53	     0.59	     5.02	     6.63	           0	        0	           0	        0	      156	           0	     0.17	     0.36	     0.16	            0.82	           -2.57	           89.82	            0.38
        25	   15560000	     1.87	     0.32	     0.41	     5.22	     6.50	           0	        5	           0	        0	      156	           0	     0.19	     0.22	     0.17	            1.27	           -3.05	           89.18	            0.37
        26	   15580000	     2.04	     0.24	     0.35	     5.31	     6.40	           6	       19	           0	        0	      163	           0	     0.15	     0.25	     0.16	            1.11	           -3.60	           90.28	            0.39
        27	   15630000	     1.77	     0.29	     0.37	     3.68	     4.39	          11	       15	           0	        0	      178	           0	     0.14	     0.27	     0.16	            1.34	           -2.60	           92.83	            0.33
        28	   15700000	     1.87	     0.28	     0.40	     3.65	     3.96	          11	       24	           0	        0	      184	           0	     0.11	     0.36	     0.09	            0.82	           -2.70	           93.19	            0.35
        29	   15750000	     1.76	     0.13	     0.18	     4.77	     5.84	          31	       17	           0	        0	      170	           0	     0.17	     0.39	     0.18	            0.43	           -4.28	           89.92	            0.33
        30	   15800000	     1.72	     0.10	     0.14	     4.69	     5.30	          46	       24	           0	        0	      170	           0	     0.13	     0.32	     0.11	            0.39	           -4.71	           89.86	            0.29
        31	   15830000	     2.13	     0.17	     0.23	     5.54	     6.51	          34	       28	           0	        0	      174	           0	     0.13	     0.27	     0.12	            1.43	           -4.47	           90.88	            0.36
        32	   15910000	     2.97	     0.13	     0.20	     8.96	    10.70	          59	       19	           0	        0	      168	           0	     0.23	     0.43	     0.16	            2.09	           -5.36	           87.82	            0.43
        33	   16700000	     1.91	     0.04	     0.14	     6.53	    10.77	          35	       14	           5	        5	      236	           0	     0.49	     0.68	     0.49	            0.52	           -3.30	           83.21	            0.43
        34	   17050001	     2.98	     1.39	     1.65	     4.14	     4.38	           0	        0	           0	        0	      211	           0	     0.07	     0.14	     0.07	            0.58	           -1.01	           96.98	            0.45
        35	   17090000	     0.73	     0.00	     0.01	     3.08	     5.21	          72	       27	          33	       12	      223	           0	     0.66	     1.18	     0.63	            4.55	           -4.72	           87.20	            0.13
        36	   17093000	     2.24	     1.66	     1.71	     2.99	     3.25	           0	        0	           0	        0	      174	           0	     0.06	     0.06	     0.07	           -0.17	           -0.59	           97.44	            0.46
        37	   17120000	     1.69	     0.77	     0.87	     3.04	     3.57	           0	        0	           0	        0	      165	           0	     0.10	     0.13	     0.16	            0.57	           -1.38	           94.77	            0.35
        38	   17200000	     2.12	     0.35	     0.39	     6.51	     9.28	           0	        0	           2	       13	      139	           0	     0.20	     0.11	     0.26	           -0.13	           -3.76	           88.32	            0.48
        39	   17280000	     2.01	     0.74	     0.84	     4.16	     5.31	           0	        0	           0	        0	      159	           0	     0.17	     0.20	     0.26	            0.50	           -1.76	           93.88	            0.43
        40	   17340000	     1.96	     0.64	     0.73	     4.35	     4.95	           0	        0	           0	        0	      162	           0	     0.18	     0.11	     0.21	           -1.37	           -2.26	           93.96	            0.40
        41	   17345000	     3.98	     1.30	     1.66	     8.35	    12.22	           0	        0	           0	        0	      154	           0	     0.18	     0.20	     0.27	            0.61	           -1.67	           89.23	            0.69
        42	   17350000	     2.59	     0.16	     0.21	     8.16	    11.40	          49	       17	           3	        3	      149	           0	     0.17	     0.19	     0.29	            0.15	           -5.23	           87.90	            0.46
        43	   17730000	     2.46	     0.41	     0.52	     5.39	     6.19	           7	       22	           0	        0	      197	           0	     0.17	     0.21	     0.16	            1.15	           -2.50	           93.29	            0.44
        44	   18200000	     1.02	     0.02	     0.04	     3.96	     5.94	          51	       37	          16	        7	      219	           0	     0.54	     0.73	     0.46	            3.11	           -4.19	           87.14	            0.21
        45	   18250000	     1.24	     0.02	     0.03	     4.72	     7.28	          65	       25	          19	        7	      193	           0	     0.58	     0.74	     0.51	            1.35	           -4.87	           83.85	            0.24
        46	   18280000	     1.79	     0.02	     0.09	     5.46	     7.99	          48	       25	           0	        0	      234	           0	     0.42	     0.81	     0.31	            1.52	           -3.57	           86.77	            0.36
        47	   18420000	     1.83	     0.83	     0.94	     3.55	     4.84	           0	        0	           0	        0	      157	           0	     0.16	     0.10	     0.25	           -0.14	           -1.37	           93.56	            0.39
        48	   18460000	     1.46	     0.23	     0.30	     3.55	     4.45	           2	       74	           0	        0	      172	           0	     0.23	     0.23	     0.27	            0.23	           -3.46	           93.10	            0.30
        49	   18650000	     1.97	     0.09	     0.14	     5.65	     7.43	          54	       27	           0	        0	      180	           0	     0.24	     0.39	     0.20	            2.03	           -4.95	           89.05	            0.33
        50	   18850000	     1.56	     0.16	     0.20	     4.37	     5.20	           8	       14	           0	        0	      181	           0	     0.22	     0.20	     0.19	            0.79	           -4.39	           91.44	            0.30
        51	   19100000	     1.36	     0.11	     0.20	     3.55	     5.49	          17	       14	           1	        5	      225	           0	     0.32	     0.43	     0.47	            1.92	           -2.53	           88.38	            0.26
        52	   19150000	     1.74	     0.07	     0.21	     4.67	     6.06	          30	       24	           0	        0	      226	           0	     0.32	     0.51	     0.30	            1.49	           -2.67	           89.38	            0.35
        53	   20050000	     1.05	     0.25	     0.33	     2.58	     5.28	           0	        0	           2	        2	      146	           0	     0.36	     0.25	     0.72	           -0.17	           -1.85	           89.99	            0.27
        54	   20250000	     1.37	     0.15	     0.28	     3.60	     5.92	           7	       12	           1	        2	      147	           0	     0.27	     0.50	     0.47	           -1.11	           -2.45	           88.02	            0.32
        55	   21500000	     0.74	     0.19	     0.21	     2.36	     4.37	           0	        0	           5	        7	      143	           0	     0.36	     0.14	     0.61	           -0.14	           -2.14	           90.01	            0.20
        56	   21850000	     1.50	     0.81	     0.84	     3.37	     7.05	           0	        0	           2	        5	      153	           0	     0.19	     0.05	     0.50	            0.00	           -0.84	           92.08	            0.38
        57	   22680000	     1.42	     0.67	     0.75	     2.83	     4.66	           0	        0	           0	        5	      157	           0	     0.13	     0.07	     0.52	           -0.05	           -1.24	           91.09	            0.36
        58	   22700000	     1.42	     0.66	     0.72	     2.84	     5.09	           0	        0	           1	        5	      156	           0	     0.14	     0.09	     0.61	           -0.33	           -1.29	           91.03	            0.35
        59	   22900000	     1.39	     0.48	     0.54	     3.30	     5.01	           0	        0	           0	        5	      158	           0	     0.16	     0.12	     0.32	           -0.22	           -1.91	           89.15	            0.33
        60	   23100000	     1.16	     0.28	     0.34	     3.04	     4.80	           0	        0	           1	        5	      156	           0	     0.21	     0.18	     0.35	           -0.33	           -2.32	           90.41	            0.27
        61	   23250000	     1.32	     0.49	     0.56	     3.11	     4.82	           0	        0	           0	        5	      164	           0	     0.20	     0.12	     0.32	            0.02	           -1.66	           91.05	            0.31
        62	   23300000	     1.19	     0.31	     0.37	     2.99	     4.37	           0	        0	           0	        0	      158	           0	     0.19	     0.16	     0.30	           -0.37	           -2.31	           91.12	            0.28
        63	   23600000	     1.20	     0.32	     0.39	     3.12	     4.73	           0	        0	           0	        0	      160	           0	     0.20	     0.16	     0.32	           -0.34	           -2.26	           91.23	            0.28
        64	   23700000	     1.28	     0.36	     0.42	     3.33	     5.04	           0	        0	           0	        0	      160	           0	     0.19	     0.12	     0.34	           -0.02	           -2.33	           91.30	            0.30
        65	   24050000	     2.32	     1.34	     1.56	     3.52	     4.31	           0	        0	           0	        0	      164	           0	     0.09	     0.13	     0.16	            0.03	           -0.73	           93.42	            0.53
        66	   24200000	     1.73	     0.42	     0.49	     4.99	     7.97	           0	        0	           1	        2	      146	           0	     0.19	     0.13	     0.34	            0.09	           -2.55	           88.66	            0.40
        67	   24500000	     1.97	     0.50	     0.56	     5.72	     9.96	           0	        0	           3	        2	      140	           0	     0.22	     0.17	     0.30	           -0.11	           -2.24	           85.79	            0.45
        68	   24700000	     1.58	     0.41	     0.46	     4.61	     7.19	           0	        0	           2	        2	      144	           0	     0.19	     0.11	     0.38	           -0.18	           -2.45	           88.14	            0.36
        69	   24750000	     1.64	     0.24	     0.29	     5.55	     9.80	           1	        1	           8	        3	      142	           0	     0.28	     0.30	     0.37	            0.81	           -2.79	           86.69	            0.38
        70	   24780000	     1.78	     0.08	     0.14	     6.41	    12.69	          29	        9	          13	        3	      143	           0	     0.31	     0.60	     0.33	            1.70	           -3.67	           86.36	            0.40
        71	   24800000	     1.52	     0.18	     0.24	     4.88	     9.11	           1	        4	           7	        3	      143	           0	     0.29	     0.28	     0.39	            1.30	           -3.17	           87.48	            0.35
        72	   24850000	     1.54	     0.35	     0.40	     4.56	     6.87	           0	        0	           1	        3	      144	           0	     0.21	     0.14	     0.28	            0.83	           -2.61	           88.49	            0.35
        73	   24900000	     1.46	     0.34	     0.41	     4.25	     7.83	           0	        0	           3	        3	      152	           0	     0.35	     0.22	     0.63	            0.13	           -2.06	           88.53	            0.35
        74	   24950000	     1.31	     0.20	     0.27	     4.18	     6.52	           2	        8	           2	        3	      147	           0	     0.31	     0.39	     0.30	            0.89	           -2.48	           88.46	            0.31
        75	   25130000	     1.32	     0.04	     0.09	     4.63	     9.60	          39	       22	          12	        3	      136	           0	     0.34	     0.83	     0.39	           -0.21	           -3.80	           86.58	            0.29
        76	   25200000	     1.43	     0.31	     0.36	     3.94	     5.64	           0	        0	           0	        3	      148	           0	     0.20	     0.16	     0.32	            0.21	           -2.78	           89.85	            0.33
        77	   25700000	     1.32	     0.23	     0.29	     3.54	     4.41	           1	       19	           0	        0	      155	           0	     0.20	     0.30	     0.21	            1.03	           -3.08	           91.14	            0.30
        78	   25950000	     1.20	     0.21	     0.25	     3.02	     3.45	           0	        1	           0	        0	      156	           0	     0.18	     0.27	     0.18	           -0.03	           -3.08	           91.72	            0.27
        79	   26050000	     1.86	     0.92	     0.99	     3.51	     4.52	           0	        0	           0	        0	      161	           0	     0.12	     0.08	     0.22	           -0.39	           -1.36	           93.98	            0.42
        80	   26100000	     1.81	     0.85	     0.92	     3.69	     4.80	           0	        0	           0	        0	      158	           0	     0.12	     0.08	     0.23	           -0.47	           -1.43	           93.51	            0.41
        81	   26300000	     1.36	     0.46	     0.51	     3.06	     3.89	           0	        0	           0	        0	      163	           0	     0.16	     0.08	     0.22	           -0.63	           -2.22	           93.99	            0.31
        82	   26350000	     3.05	     0.77	     0.86	     8.14	    10.56	           0	        0	           0	        0	      164	           0	     0.20	     0.09	     0.26	           -0.30	           -2.91	           93.08	            0.69
        83	   27500000	     1.32	     0.21	     0.24	     3.58	     4.54	           0	        0	           0	        0	      176	           0	     0.20	     0.12	     0.23	           -0.09	           -4.04	           92.36	            0.29
        84	   28150000	     1.79	     0.19	     0.28	     5.28	     7.53	          10	       15	           1	        2	      165	           0	     0.23	     0.28	     0.35	            0.66	           -3.11	           87.97	            0.35
        85	   28300000	     1.32	     0.16	     0.20	     3.52	     4.28	           3	       14	           0	        0	      176	           0	     0.18	     0.20	     0.20	            0.28	           -4.43	           92.00	            0.28
        86	   28850000	     1.36	     0.18	     0.22	     3.60	     4.53	           0	        3	           0	        0	      177	           0	     0.17	     0.16	     0.20	            0.70	           -4.47	           92.12	            0.29
        87	   29050000	     1.28	     0.27	     0.31	     3.26	     3.81	           0	        0	           0	        0	      175	           0	     0.16	     0.10	     0.19	            0.51	           -3.19	           92.97	            0.28
        88	   29100000	     1.38	     0.04	     0.09	     4.61	     6.26	          36	       30	           3	       13	      175	           0	     0.39	     0.54	     0.32	            2.00	           -4.19	           87.91	            0.28
        89	   29700000	     1.27	     0.27	     0.35	     3.28	     3.93	           0	        0	           0	        0	      177	           0	     0.16	     0.25	     0.21	            0.58	           -2.57	           91.54	            0.28
        90	   30300000	     2.77	     0.29	     0.54	     6.21	     7.81	          14	       10	           0	        0	      214	           0	     0.21	     0.47	     0.19	            0.77	           -2.19	           87.78	            0.48
        91	   30400000	     2.68	     0.18	     0.31	     6.65	     7.85	          36	       17	           0	        0	      216	           0	     0.23	     0.45	     0.18	            0.65	           -3.10	           87.32	            0.43
        92	   31700000	     1.59	     0.42	     0.58	     3.29	     4.14	           0	        0	           0	        0	      200	           0	     0.26	     0.29	     0.29	            1.82	           -1.46	           95.47	            0.31
        93	   32450002	     2.40	     0.03	     0.07	     9.07	    12.75	          76	       19	          17	        6	      197	           0	     0.37	     0.44	     0.34	            1.26	           -5.36	           81.55	            0.43
        94	   32620000	     1.21	     0.18	     0.28	     3.66	     5.17	           0	        7	           1	        7	      199	           0	     0.32	     0.23	     0.32	            0.89	           -2.91	           91.71	            0.26
        95	   32740000	     1.96	     0.01	     0.02	     8.47	    12.19	          81	       27	          67	       14	      196	           0	     0.39	     1.15	     0.27	            2.10	           -6.43	           80.94	            0.38
        96	   32830000	     1.88	     0.01	     0.05	     7.18	     9.71	          82	       40	          21	       14	      199	           0	     0.36	     1.24	     0.29	            2.01	           -5.49	           86.74	            0.37
        97	   33025000	     0.33	     0.01	     0.03	     1.14	     1.60	          29	       86	           4	       14	      181	           0	     0.61	     0.82	     0.57	            2.80	           -3.34	           91.23	            0.09
        98	   33170000	     0.30	     0.01	     0.02	     1.21	     2.36	          26	       33	          26	        7	      185	           0	     0.46	     0.53	     0.49	            3.27	           -3.10	           87.30	            0.07
        99	   33190000	     0.49	     0.01	     0.03	     1.81	     2.31	          23	      113	          15	       10	      196	           0	     0.35	     0.40	     0.33	            1.51	           -4.22	           90.55	            0.12
       100	   33205000	     0.60	     0.26	     0.29	     1.55	     2.74	           0	        0	           0	       10	      173	           0	     0.22	     0.12	     0.31	            1.55	           -1.11	           92.19	            0.18
       101	   33250000	     0.38	     0.20	     0.22	     0.74	     1.09	           0	        0	           0	        0	      179	           0	     0.18	     0.18	     0.26	            1.25	           -0.82	           94.69	            0.12
       102	   33260000	     0.33	     0.18	     0.19	     0.72	     0.99	           0	        0	           0	        0	      180	           0	     0.21	     0.15	     0.25	            0.88	           -0.82	           94.67	            0.10
       103	   33270000	     0.14	     0.01	     0.01	     0.42	     0.98	          27	       33	           7	        4	      176	           0	     0.51	     1.08	     0.63	            2.29	           -2.61	           90.20	            0.04
       104	   33281000	     0.32	     0.13	     0.14	     0.93	     1.64	           0	        0	           2	        4	      182	           0	     0.34	     0.16	     0.60	            2.17	           -1.07	           93.12	            0.09
       105	   33290000	     0.37	     0.12	     0.13	     1.15	     1.94	           0	        0	           3	        5	      188	           0	     0.37	     0.17	     0.56	            1.38	           -1.35	           92.97	            0.10
       106	   33321000	     0.46	     0.04	     0.05	     1.92	     4.84	           2	        8	          23	        4	      167	           0	     0.51	     0.51	     0.38	            3.12	           -2.66	           86.89	            0.13
       107	   33330000	     0.37	     0.02	     0.02	     1.98	     4.60	           0	        0	          45	       10	      169	           0	     0.85	     0.65	     0.71	            1.76	           -3.10	           88.24	            0.11
       108	   33380000	     0.44	     0.01	     0.02	     2.12	     3.10	          26	       37	          50	       15	      192	           0	     0.53	     0.63	     0.45	            0.98	           -4.89	           89.07	            0.12
       109	   33420000	     0.25	     0.00	     0.13	     0.51	     0.74	           9	       31	           0	        0	      176	           3	     0.23	     0.59	     0.31	            0.01	           -1.07	           94.09	            0.07
       110	   33450000	     0.49	     0.34	     0.37	     0.67	     0.78	           0	        0	           0	        0	      182	           0	     0.12	     0.11	     0.15	            0.04	           -0.52	           97.40	            0.14
       111	   33460000	     0.41	     0.28	     0.30	     0.59	     0.71	           0	        0	           0	        0	      181	           0	     0.13	     0.11	     0.19	           -0.16	           -0.50	           97.13	            0.12
       112	   33480000	     0.32	     0.18	     0.19	     0.54	     0.73	           0	        0	           0	        0	      180	           0	     0.18	     0.16	     0.28	           -0.14	           -0.75	           96.42	            0.09
       113	   33520000	     0.10	     0.01	     0.01	     0.48	     1.29	           0	        0	          38	       15	      178	           0	     0.78	     0.34	     0.72	            0.18	           -2.19	           89.26	            0.03
       114	   33530000	     0.20	     0.10	     0.11	     0.42	     0.67	           0	        0	           0	        0	      183	           0	     0.22	     0.14	     0.52	            0.81	           -0.88	           95.64	            0.06
       115	   33550000	     0.19	     0.09	     0.09	     0.50	     0.84	           0	        0	           1	        2	      182	           0	     0.32	     0.17	     0.45	            0.33	           -1.13	           94.31	            0.05
       116	   33590000	     0.26	     0.07	     0.08	     0.92	     1.81	           0	        0	           9	        5	      185	           0	     0.46	     0.23	     0.46	            2.52	           -1.56	           91.90	            0.07
       117	   33620000	     0.62	     0.00	     0.01	     3.42	     6.03	          55	       32	          74	       24	      187	           0	     0.68	     1.07	     0.49	            2.28	           -5.11	           86.99	            0.15
       118	   33630000	     0.32	     0.06	     0.07	     1.28	     2.37	           0	        0	          19	        8	      186	           0	     0.50	     0.25	     0.50	            1.78	           -2.00	           91.10	            0.09
       119	   33680000	     0.40	     0.06	     0.07	     1.81	     3.07	           0	        0	          32	       13	      188	           0	     0.51	     0.27	     0.47	            3.19	           -2.53	           90.17	            0.11
       120	   33730000	     0.62	     0.00	     0.01	     3.17	     5.40	          67	       33	          62	       22	      196	           0	     0.74	     1.61	     0.44	            4.20	           -6.22	           85.44	            0.14
       121	   33760000	     0.57	     0.03	     0.06	     1.83	     3.39	          19	       33	           6	       22	      205	           0	     0.69	     0.96	     0.58	            1.16	           -3.10	           91.26	            0.13
       122	   33780000	     0.68	     0.02	     0.04	     3.00	     6.19	          27	       42	          35	       23	      199	           0	     0.77	     0.90	     0.66	            0.88	           -4.16	           89.10	            0.16
       123	   34020000	     0.74	     0.44	     0.46	     1.38	     2.12	           0	        0	           0	        0	      162	           0	     0.10	     0.08	     0.29	            0.66	           -0.86	           93.05	            0.23
       124	   34060000	     0.60	     0.34	     0.36	     1.09	     1.68	           0	        0	           0	        0	      163	           0	     0.12	     0.10	     0.31	            0.45	           -0.89	           93.12	            0.17
       125	   34090000	     0.19	     0.11	     0.12	     0.31	     0.40	           0	        0	           0	        0	      170	           0	     0.10	     0.10	     0.27	            0.58	           -0.92	           95.63	            0.06
       126	   34130000	     0.95	     0.51	     0.55	     1.70	     2.52	           0	        0	           0	        0	      168	           0	     0.13	     0.11	     0.33	            0.39	           -0.91	           93.54	            0.23
       127	   34170000	     0.66	     0.27	     0.32	     1.59	     2.63	           0	        0	           0	        5	      166	           0	     0.21	     0.11	     0.35	            0.62	           -1.22	           91.87	            0.18
       128	   34251000	     0.05	     0.00	     0.00	     0.20	     0.33	          30	       23	          11	       19	      160	           0	     0.47	     0.54	     0.53	            3.31	           -3.42	           88.36	            0.02
       129	   34270000	     0.05	     0.00	     0.00	     0.20	     0.39	          34	       15	          16	        5	      166	           0	     0.49	     0.46	     0.63	            0.81	           -3.84	           88.93	            0.02
       130	   34770000	     0.16	     0.00	     0.00	     0.95	     2.82	          32	       25	          70	        9	      174	           0	     1.05	     0.80	     0.63	            2.16	           -4.74	           85.51	            0.07
       131	   34940000	     0.69	     0.00	     0.00	     4.33	     8.19	          82	       82	          81	       15	      190	           0	     0.76	     1.27	     0.48	            3.07	           -5.07	           86.54	            0.17
       132	   34980000	     0.52	     0.00	     0.00	     3.06	     6.39	          33	       83	          75	       13	      192	           0	     0.78	     0.72	     0.54	            2.37	           -3.33	           87.29	            0.14
       133	   35260000	     0.21	     0.00	     0.00	     0.87	     5.17	         111	       56	          66	       12	      177	          27	     1.54	     2.94	     1.09	            2.21	           -5.39	           82.61	            0.10
       134	   36045000	     0.05	     0.00	     0.00	     0.19	     1.38	         259	        0	         365	       22	      175	          71	     1.67	      NaN	     1.06	            7.11	             NaN	           78.47	            0.03
       135	   36160000	     0.11	     0.00	     0.00	     0.43	     2.66	         233	        0	         365	       26	      177	          64	     1.45	      NaN	     1.18	            4.31	            -Inf	           80.47	            0.05
       136	   36250000	     0.07	     0.00	     0.00	     0.29	     1.54	         129	      111	          79	       13	      175	          35	     1.32	     2.24	     0.95	            2.88	            -Inf	           80.29	            0.03
       137	   36290000	     0.18	     0.00	     0.00	     0.93	     3.45	          99	       39	          53	       10	      180	          21	     1.11	     1.65	     0.72	            5.77	           -4.90	           80.61	            0.08
       138	   36390000	     0.15	     0.00	     0.00	     0.68	     3.17	          22	       59	          40	       12	      187	           4	     1.45	     0.77	     1.06	            4.06	           -1.95	           88.03	            0.07
       139	   36580000	     0.13	     0.00	     0.01	     0.23	     3.49	          13	       17	          15	       10	      178	           0	     1.43	     0.64	     1.39	            0.16	           -1.40	           89.90	            0.07
       140	   37380000	     0.16	     0.02	     0.03	     0.35	     2.77	           2	        5	          15	       11	      185	           0	     1.11	     0.49	     1.16	            1.14	           -0.87	           90.99	            0.08
       141	   37410000	     0.19	     0.00	     0.02	     0.90	     3.60	          10	       18	          29	        9	      184	           1	     1.19	     0.54	     0.95	            0.83	           -1.40	           85.67	            0.09
       142	   37470000	     0.19	     0.00	     0.01	     0.77	     3.53	          16	       10	          35	       10	      185	           0	     1.31	     0.90	     1.20	            1.53	           -2.59	           84.47	            0.10
       143	   37515000	     0.11	     0.00	     0.00	     0.19	     2.40	         267	        0	         347	       18	      162	          73	     2.28	      NaN	     2.34	            0.50	             NaN	           75.61	            0.08
       144	   38170000	     0.14	     0.00	     0.00	     0.54	     2.04	          75	       30	          29	       11	      192	           7	     1.36	     1.84	     1.32	            1.29	           -4.61	           86.60	            0.09
       145	   38485000	     0.07	     0.00	     0.00	     0.27	     0.99	          90	       24	          61	       12	      224	          13	     1.04	     4.22	     1.48	            0.31	           -5.91	           79.56	            0.04
       146	   38650000	     0.10	     0.00	     0.00	     0.21	     1.65	         201	        0	         356	       30	      212	          55	     2.66	      NaN	     2.59	           -0.05	            -Inf	           79.93	            0.06
       147	   38830000	     0.08	     0.00	     0.00	     0.24	     1.51	         229	        0	         359	       26	      160	          63	     1.47	      NaN	     1.47	            0.25	            -Inf	           77.07	            0.06
       148	   38850000	     0.08	     0.00	     0.00	     0.17	     1.81	         273	        0	         351	       18	      168	          75	     1.31	      NaN	     1.37	            4.32	             NaN	           74.97	            0.06
       149	   38860000	     0.06	     0.00	     0.00	     0.09	     1.11	          68	       32	          27	       13	      209	          14	     2.71	     1.41	     2.32	            0.93	           -3.48	           86.51	            0.05
       150	   38895000	     0.10	     0.00	     0.00	     0.39	     1.60	          80	       35	          56	       12	      226	           6	     1.54	     2.62	     1.42	            0.31	           -5.16	           83.99	            0.07
       151	   39084010	     0.40	     0.00	     0.00	     1.66	     6.53	          86	       22	          42	        7	      261	           4	     0.71	     1.92	     0.71	            3.53	           -5.24	           79.94	            0.18
       152	   39185000	     0.17	     0.00	     0.01	     0.69	     2.23	          20	       12	          19	        6	      240	           4	     0.67	     0.97	     0.93	            0.86	           -1.57	           85.22	            0.10
       153	   39360000	     0.22	     0.02	     0.03	     0.76	     1.92	           4	        9	          15	        5	      245	           0	     0.51	     0.41	     0.86	            2.33	           -2.72	           86.13	            0.11
       154	   39540000	     0.11	     0.00	     0.00	     0.40	     1.64	         140	       39	          51	        9	      252	          29	     0.92	     3.81	     1.28	            2.19	          -13.38	           79.56	            0.06
