CABra dataset - Land-cover attributes
 
cover_main is the most common land-cover class in the catchment.
cover_bare, cover_forest, cover_crops, cover_grass, cover_moss, cover_shrub, cover_urban, cover_snow are the fraction of cover of bare soil, forest, cover_crops, cover_grass, cover_moss, cover_shrub, cover_urban area and cover_snow in the catchment.
cover_waterp and cover_waters are the fraction of cover of permanent and seasonal water in the catchment.
ndvi_djf, ndvi_mam, ndvi_jja and ndvi_son are the NDVI values for summer, fall, winter and spring, respectively.
 
  CABra ID	     ANA ID	 cover_main	 cover_bare	  cover_forest	 cover_crops	 cover_grass	 cover_moss	 cover_shrub	 cover_urban	 cover_snow	  cover_waterp	  cover_waters	   ndvi_djf	   ndvi_mam	   ndvi_jja	   ndvi_son
       332	   58500000	     forest	      0.256	        46.056	      1.256	     37.137	      0.000	     15.149	      0.146	      0.000	         0.000	         0.000	      0.465	      0.716	      0.564	      0.332
       333	   58516500	     forest	      0.197	        54.522	      1.073	     31.816	      0.000	     12.183	      0.207	      0.000	         0.001	         0.031	      0.730	      0.751	      0.838	      0.795
       334	   58520000	     forest	      0.266	        50.730	      1.350	     32.072	      0.000	     12.975	      2.444	      0.000	         0.162	         0.167	      0.430	      0.681	      0.553	      0.328
       335	   58525000	     forest	      0.044	        86.120	      0.176	      9.620	      0.000	      3.745	      0.294	      0.000	         0.000	         0.001	      0.477	      0.704	      0.548	      0.339
       336	   58530000	     forest	      0.150	        77.970	      0.668	     15.680	      0.000	      5.322	      0.210	      0.000	         0.000	         0.001	      0.461	      0.692	      0.553	      0.335
       337	   58535000	     forest	      0.197	        74.426	      0.729	     18.359	      0.000	      6.138	      0.151	      0.000	         0.001	         0.004	      0.449	      0.685	      0.558	      0.334
       338	   58542000	     forest	      0.146	        68.141	      0.691	     22.950	      0.000	      7.862	      0.209	      0.000	         0.000	         0.008	      0.440	      0.682	      0.556	      0.331
       339	   58550001	     forest	      0.227	        62.180	      1.113	     27.308	      0.000	      8.983	      0.184	      0.000	         0.005	         0.025	      0.434	      0.675	      0.551	      0.328
       340	   58560000	     forest	      0.467	        45.226	      3.278	     36.608	      0.000	     11.094	      3.227	      0.000	         0.099	         0.184	      0.425	      0.665	      0.541	      0.323
       341	   58573000	      grass	      0.474	        41.816	      2.321	     42.458	      0.000	     12.637	      0.290	      0.000	         0.002	         0.035	      0.320	      0.526	      0.454	      0.280
       342	   58585000	     forest	      0.273	        55.843	      1.601	     31.518	      0.000	     10.339	      0.404	      0.000	         0.021	         0.077	      0.391	      0.628	      0.514	      0.308
       343	   58610000	      grass	      0.394	        36.071	      2.590	     44.906	      0.000	     14.932	      1.098	      0.000	         0.008	         0.064	      0.385	      0.624	      0.511	      0.306
       344	   58630002	     forest	      0.359	        52.871	      2.664	     29.855	      0.000	     11.157	      2.499	      0.000	         0.594	         0.349	      0.726	      0.727	      0.843	      0.811
       345	   58645000	     forest	      0.761	        47.943	      3.336	     35.064	      0.000	     12.671	      0.224	      0.000	         0.001	         0.019	      0.382	      0.620	      0.509	      0.304
       346	   58658000	      grass	      0.351	        39.088	      2.737	     42.629	      0.000	     14.896	      0.293	      0.000	         0.004	         0.045	      0.381	      0.620	      0.510	      0.305
       347	   58670002	      grass	      0.375	        38.431	      3.138	     43.835	      0.000	     13.881	      0.333	      0.000	         0.007	         0.039	      0.379	      0.619	      0.511	      0.306
       348	   58710000	      grass	      0.329	        39.376	      1.669	     44.436	      0.000	     13.782	      0.407	      0.000	         0.002	         0.017	      0.377	      0.572	      0.653	      0.456
       349	   58720000	      grass	      0.323	        40.227	      1.431	     43.959	      0.000	     13.719	      0.338	      0.000	         0.003	         0.021	      0.317	      0.548	      0.585	      0.345
       350	   58730001	      grass	      0.354	        38.189	      1.856	     44.941	      0.000	     14.150	      0.505	      0.000	         0.007	         0.033	      0.323	      0.525	      0.581	      0.355
       351	   58735000	      grass	      0.371	        35.746	      2.359	     46.119	      0.000	     14.579	      0.697	      0.000	         0.128	         0.108	      0.315	      0.488	      0.569	      0.346
       352	   58755000	     forest	      0.365	        41.806	      2.177	     40.596	      0.000	     13.692	      1.248	      0.000	         0.116	         0.257	      0.408	      0.582	      0.684	      0.495
       353	   58765001	      grass	      0.367	        38.216	      2.306	     43.900	      0.000	     14.056	      1.021	      0.000	         0.134	         0.240	      0.794	      0.743	      0.724	      0.771
       354	   58770000	      grass	      0.371	        34.820	      2.497	     45.994	      0.000	     15.012	      1.205	      0.000	         0.100	         0.149	      0.372	      0.541	      0.507	      0.314
       355	   58795000	     forest	      0.360	        47.868	      2.766	     34.144	      0.000	     12.330	      2.063	      0.000	         0.469	         0.330	      0.343	      0.507	      0.507	      0.318
       356	   58825000	     forest	      0.635	        63.386	      2.701	     23.352	      0.000	      9.648	      0.278	      0.000	         0.000	         0.003	      0.350	      0.559	      0.692	      0.430
       357	   58827000	     forest	      0.432	        62.692	      1.698	     21.405	      0.000	      9.322	      4.451	      0.000	         0.000	         0.016	      0.341	      0.514	      0.548	      0.342
       358	   58850000	     forest	      0.323	        56.896	      1.711	     27.644	      0.000	     11.714	      1.590	      0.000	         0.122	         0.130	      0.342	      0.514	      0.549	      0.343
       359	   58870000	     forest	      0.275	        41.791	      3.064	     38.941	      0.000	     15.096	      0.819	      0.000	         0.014	         0.047	      0.462	      0.608	      0.705	      0.572
       360	   58874000	     forest	      0.304	        49.812	      2.375	     32.880	      0.000	     13.325	      1.227	      0.000	         0.076	         0.112	      0.437	      0.597	      0.697	      0.549
       361	   58910000	     forest	      0.801	        43.081	      2.454	     39.511	      0.000	     12.998	      0.598	      0.000	         0.558	         0.174	      0.718	      0.740	      0.816	      0.797
       362	   58916000	     forest	      0.634	        46.331	      1.536	     37.971	      0.000	     13.238	      0.290	      0.000	         0.000	         0.023	      0.784	      0.733	      0.712	      0.757
       363	   58917000	     forest	      0.593	        42.085	      1.682	     41.419	      0.000	     13.836	      0.384	      0.000	         0.001	         0.020	      0.433	      0.576	      0.700	      0.555
       364	   58920000	      grass	      0.576	        37.034	      2.465	     45.177	      0.000	     13.832	      0.865	      0.000	         0.050	         0.097	      0.422	      0.575	      0.694	      0.546
       365	   58930000	     forest	      0.572	        42.472	      2.079	     40.453	      0.000	     13.595	      0.821	      0.000	         0.009	         0.015	      0.487	      0.622	      0.691	      0.559
       366	   58940000	      grass	      0.518	        37.553	      3.078	     44.410	      0.000	     13.577	      0.830	      0.000	         0.035	         0.114	      0.385	      0.534	      0.588	      0.383
       367	   58960000	      grass	      0.484	        34.937	      3.991	     45.624	      0.000	     14.094	      0.826	      0.000	         0.044	         0.141	      0.361	      0.513	      0.626	      0.399
       368	   58974000	     forest	      0.384	        45.366	      3.281	     35.933	      0.000	     12.810	      1.804	      0.000	         0.421	         0.312	      0.361	      0.511	      0.631	      0.404
       369	   59120000	     forest	      0.012	        95.757	      0.013	      3.856	      0.000	      0.362	      0.000	      0.000	         0.000	         0.001	      0.371	      0.518	      0.639	      0.423
       370	   59125000	     forest	      0.036	        93.176	      0.051	      5.555	      0.000	      1.182	      0.000	      0.000	         0.000	         0.001	      0.372	      0.518	      0.640	      0.424
       371	   59135000	     forest	      0.053	        90.090	      0.260	      7.778	      0.000	      1.794	      0.026	      0.000	         0.000	         0.000	      0.787	      0.739	      0.717	      0.767
       372	   59240000	     forest	      0.177	        80.743	      0.820	     12.276	      0.000	      4.210	      1.774	      0.000	         0.000	         0.016	      0.470	      0.573	      0.659	      0.557
       373	   59355000	     forest	      0.081	        69.048	      0.953	     18.523	      0.000	     11.394	      0.000	      0.000	         0.000	         0.000	      0.470	      0.573	      0.659	      0.557
       374	   59370000	     forest	      0.042	        91.981	      0.164	      5.558	      0.000	      2.256	      0.000	      0.000	         0.000	         0.001	      0.469	      0.570	      0.663	      0.563
       375	   59380000	     forest	      0.048	        93.555	      0.040	      4.616	      0.000	      1.653	      0.089	      0.000	         0.000	         0.000	      0.472	      0.587	      0.676	      0.573
       376	   60010000	      grass	      0.673	        21.705	     22.419	     40.530	      0.000	     14.185	      0.469	      0.000	         0.019	         0.075	      0.477	      0.592	      0.678	      0.578
       377	   60011000	      grass	      0.718	        20.339	     23.448	     40.291	      0.000	     14.286	      0.897	      0.000	         0.020	         0.086	      0.494	      0.622	      0.695	      0.586
       378	   60040000	      crops	      0.743	        12.860	     35.923	     30.395	      0.000	     18.189	      0.099	      0.000	         1.790	         1.048	      0.393	      0.521	      0.629	      0.464
       379	   60100000	      grass	      0.805	        28.070	     14.218	     41.016	      0.000	     12.972	      2.919	      0.000	         0.000	         0.032	      0.400	      0.528	      0.633	      0.474
       380	   60110000	      grass	      0.521	        28.472	     10.375	     42.829	      0.000	     17.560	      0.237	      0.000	         0.005	         0.043	      0.794	      0.737	      0.734	      0.771
       381	   60130000	      grass	      0.691	        24.616	     28.401	     34.102	      0.000	     11.823	      0.339	      0.000	         0.029	         0.172	      0.540	      0.621	      0.674	      0.604
       382	   60145000	      crops	      0.781	        12.980	     49.405	     26.050	      0.000	     10.490	      0.263	      0.000	         0.030	         0.098	      0.516	      0.618	      0.680	      0.596
       383	   60150000	      crops	      0.637	        22.492	     38.257	     27.777	      0.000	     10.235	      0.436	      0.000	         0.165	         0.163	      0.472	      0.563	      0.660	      0.576
       384	   60220000	      grass	      0.878	        17.120	      5.943	     49.930	      0.000	     26.045	      0.072	      0.000	         0.013	         0.016	      0.475	      0.581	      0.673	      0.580
       385	   60250000	      grass	      0.611	        24.381	     13.556	     42.283	      0.000	     19.124	      0.043	      0.000	         0.002	         0.022	      0.342	      0.451	      0.591	      0.403
       386	   60265000	      grass	      0.605	        26.770	     17.181	     38.251	      0.000	     16.738	      0.454	      0.000	         0.001	         0.044	      0.346	      0.444	      0.604	      0.426
       387	   60381000	      crops	      0.423	        13.288	     54.974	     20.483	      0.000	     10.720	      0.047	      0.000	         0.063	         0.116	      0.490	      0.561	      0.680	      0.605
       388	   60432000	      grass	      1.008	        16.051	     13.097	     31.197	      0.000	     11.761	     26.831	      0.000	         0.056	         0.114	      0.407	      0.498	      0.639	      0.502
       389	   60615000	      crops	      0.641	        10.785	     51.714	     27.765	      0.000	      8.979	      0.057	      0.000	         0.059	         0.178	      0.430	      0.521	      0.653	      0.527
       390	   60635000	      grass	      0.300	        27.810	     15.467	     44.289	      0.000	     11.482	      0.617	      0.000	         0.034	         0.095	      0.452	      0.569	      0.687	      0.584
       391	   60640000	      grass	      0.368	        25.372	     15.681	     43.348	      0.000	     11.081	      4.074	      0.000	         0.077	         0.179	      0.532	      0.620	      0.701	      0.621
       392	   60642000	      grass	      0.319	        30.803	     17.286	     35.975	      0.000	     10.111	      4.083	      0.000	         1.423	         0.334	      0.457	      0.519	      0.675	      0.594
       393	   60650000	      grass	      0.378	        24.876	     14.912	     37.909	      0.000	     10.265	     11.224	      0.000	         0.436	         0.209	      0.392	      0.455	      0.595	      0.494
       394	   60653000	      grass	      1.050	        17.296	     27.506	     35.356	      0.000	     13.228	      5.519	      0.000	         0.045	         0.112	      0.443	      0.511	      0.651	      0.563
       395	   60654000	      grass	      0.282	        27.291	     18.934	     41.420	      0.000	     10.947	      1.105	      0.000	         0.022	         0.076	      0.451	      0.520	      0.658	      0.571
       396	   60665000	      grass	      0.223	        26.540	     10.442	     46.212	      0.000	     13.782	      2.738	      0.000	         0.064	         0.096	      0.456	      0.527	      0.663	      0.575
       397	   60680000	      grass	      0.346	        24.007	     22.389	     38.013	      0.000	     10.536	      4.548	      0.000	         0.161	         0.191	      0.791	      0.731	      0.757	      0.779
       398	   60715000	      grass	      0.265	        23.981	     18.052	     45.968	      0.000	     10.367	      1.297	      0.000	         0.071	         0.162	      0.345	      0.408	      0.511	      0.426
       399	   60750000	      grass	      0.275	        18.540	     26.912	     43.302	      0.000	     10.515	      0.363	      0.000	         0.094	         0.216	      0.442	      0.527	      0.678	      0.582
       400	   60765000	      crops	      0.383	        16.801	     35.904	     35.714	      0.000	     10.732	      0.360	      0.000	         0.107	         0.226	      0.476	      0.583	      0.703	      0.622
       401	   60772000	      grass	      0.414	        18.966	     32.551	     36.952	      0.000	     10.447	      0.562	      0.000	         0.108	         0.231	      0.456	      0.543	      0.705	      0.616
       402	   60774000	      crops	      0.167	        11.625	     71.155	     11.827	      0.000	      5.178	      0.041	      0.000	         0.008	         0.031	      0.381	      0.452	      0.669	      0.540
       403	   60778000	      crops	      0.275	        13.353	     62.159	     17.923	      0.000	      6.219	      0.037	      0.000	         0.034	         0.048	      0.398	      0.477	      0.677	      0.550
       404	   60781000	      crops	      0.186	        12.769	     63.198	     16.714	      0.000	      7.020	      0.080	      0.000	         0.033	         0.066	      0.640	      0.669	      0.544	      0.455
       405	   60785005	      crops	      0.285	        14.976	     55.561	     21.901	      0.000	      7.233	      0.031	      0.000	         0.012	         0.022	      0.632	      0.664	      0.536	      0.446
       406	   60790000	      crops	      0.252	        13.492	     59.726	     18.830	      0.000	      7.587	      0.065	      0.000	         0.049	         0.094	      0.620	      0.652	      0.545	      0.471
       407	   60798000	      crops	      0.418	        13.350	     59.352	     18.947	      0.000	      7.392	      0.444	      0.000	         0.097	         0.140	      0.606	      0.642	      0.537	      0.455
       408	   60810000	      crops	      0.991	         7.709	     71.533	     13.914	      0.000	      5.693	      0.051	      0.000	         0.109	         0.172	      0.625	      0.659	      0.539	      0.445
       409	   60845000	      grass	      0.717	        24.101	     20.858	     40.454	      0.000	     13.704	      0.141	      0.000	         0.024	         0.122	      0.613	      0.647	      0.504	      0.396
       410	   60850000	      grass	      0.707	        28.496	     13.518	     43.859	      0.000	     13.182	      0.230	      0.000	         0.008	         0.045	      0.604	      0.641	      0.510	      0.400
       411	   60855000	      grass	      0.730	        26.787	     14.148	     43.850	      0.000	     14.362	      0.113	      0.000	         0.009	         0.083	      0.619	      0.654	      0.530	      0.431
       412	   60870000	      grass	      0.422	        22.574	     19.881	     43.743	      0.000	     13.373	      0.001	      0.000	         0.008	         0.045	      0.589	      0.626	      0.490	      0.376
       413	   60895000	      crops	      0.315	        12.902	     63.882	     15.367	      0.000	      7.466	      0.051	      0.000	         0.016	         0.025	      0.745	      0.710	      0.731	      0.770
       414	   60910000	      crops	      0.318	        14.385	     56.606	     19.777	      0.000	      8.211	      0.701	      0.000	         0.002	         0.008	      0.592	      0.626	      0.494	      0.380
       415	   60925001	      grass	      0.358	        21.019	     11.605	     50.017	      0.000	     16.951	      0.036	      0.000	         0.014	         0.061	      0.616	      0.651	      0.525	      0.424
       416	   60930000	      grass	      0.083	        15.504	     32.037	     32.619	      0.000	     19.695	      0.062	      0.000	         0.000	         0.006	      0.590	      0.626	      0.574	      0.456
       417	   60940000	      grass	      0.154	        18.737	     28.017	     33.355	      0.000	     19.699	      0.036	      0.000	         0.002	         0.063	      0.617	      0.651	      0.526	      0.424
       418	   60950000	      grass	      0.159	        22.302	     17.366	     41.666	      0.000	     18.147	      0.022	      0.000	         0.338	         0.254	      0.689	      0.696	      0.524	      0.415
       419	   60970000	      grass	      0.181	        18.617	     33.171	     34.833	      0.000	     12.714	      0.282	      0.000	         0.202	         0.113	      0.685	      0.685	      0.482	      0.385
       420	   61009000	     forest	      0.312	        58.171	      1.265	     27.251	      0.000	     12.504	      0.497	      0.000	         0.000	         0.007	      0.690	      0.686	      0.476	      0.381
       421	   61012000	     forest	      0.590	        39.728	      3.669	     37.540	      0.000	     18.172	      0.293	      0.000	         0.008	         0.023	      0.785	      0.737	      0.724	      0.769
       422	   61014000	     forest	      0.230	        66.624	      0.708	     21.365	      0.000	     11.060	      0.013	      0.000	         0.000	         0.000	      0.643	      0.644	      0.491	      0.396
       423	   61024000	     forest	      0.229	        62.241	      1.237	     24.247	      0.000	     12.020	      0.026	      0.000	         0.000	         0.000	      0.713	      0.694	      0.500	      0.396
       424	   61031000	     forest	      0.314	        51.380	      2.528	     32.460	      0.000	     13.260	      0.058	      0.000	         0.000	         0.000	      0.673	      0.654	      0.491	      0.410
       425	   61045000	      grass	      0.433	        38.221	      2.899	     41.091	      0.000	     17.273	      0.058	      0.000	         0.026	         0.022	      0.679	      0.664	      0.497	      0.409
       426	   61052000	      grass	      0.672	        34.162	      1.896	     42.263	      0.000	     20.525	      0.481	      0.000	         0.000	         0.000	      0.623	      0.636	      0.532	      0.422
       427	   61060000	     forest	      0.434	        43.746	      2.680	     36.500	      0.000	     16.291	      0.344	      0.000	         0.005	         0.010	      0.595	      0.614	      0.500	      0.397
       428	   61075000	      grass	      0.601	        32.749	      7.695	     40.473	      0.000	     18.407	      0.069	      0.000	         0.006	         0.025	      0.686	      0.663	      0.444	      0.367
       429	   61078000	      grass	      0.671	        30.873	      7.408	     41.681	      0.000	     19.220	      0.142	      0.000	         0.005	         0.020	      0.673	      0.641	      0.443	      0.373
       430	   61085000	     forest	      0.627	        42.398	      4.500	     37.248	      0.000	     13.439	      1.783	      0.000	         0.005	         0.040	      0.558	      0.593	      0.528	      0.413
       431	   61090000	      grass	      0.617	        37.500	      4.529	     38.933	      0.000	     15.708	      2.704	      0.000	         0.010	         0.039	      0.580	      0.612	      0.536	      0.423
       432	   61100000	      grass	      0.461	        37.551	      3.307	     41.830	      0.000	     16.231	      0.620	      0.000	         0.000	         0.001	      0.747	      0.713	      0.732	      0.771
       433	   61105000	      grass	      0.647	        29.160	      6.743	     44.187	      0.000	     19.055	      0.208	      0.000	         0.001	         0.010	      0.628	      0.653	      0.517	      0.417
       434	   61107000	      grass	      0.598	        34.536	      5.279	     41.147	      0.000	     16.862	      1.572	      0.000	         0.005	         0.028	      0.631	      0.652	      0.510	      0.413
       435	   61115000	      grass	      0.673	        29.540	     13.942	     40.045	      0.000	     14.536	      1.228	      0.000	         0.035	         0.121	      0.588	      0.619	      0.529	      0.424
       436	   61122000	      grass	      0.566	        24.638	     15.289	     40.333	      0.000	     19.091	      0.061	      0.000	         0.022	         0.049	      0.596	      0.624	      0.527	      0.424
       437	   61135000	      grass	      0.594	        32.171	      6.486	     41.990	      0.000	     17.450	      1.285	      0.000	         0.024	         0.091	      0.629	      0.650	      0.511	      0.414
       438	   61173000	      grass	      0.434	        36.237	     11.114	     36.908	      0.000	     14.746	      0.550	      0.000	         0.012	         0.037	      0.653	      0.629	      0.436	      0.368
       439	   61267000	     forest	      0.205	        85.453	      1.108	      9.869	      0.000	      3.092	      0.273	      0.000	         0.000	         0.000	      0.618	      0.653	      0.532	      0.417
       440	   61271000	     forest	      0.299	        68.554	      1.431	     21.092	      0.000	      7.161	      1.435	      0.000	         0.028	         0.017	      0.779	      0.736	      0.734	      0.776
       441	   61295000	     forest	      0.327	        47.573	      5.358	     35.178	      0.000	     10.998	      0.560	      0.000	         0.007	         0.021	      0.626	      0.649	      0.518	      0.404
       442	   61460000	     forest	      0.348	        45.925	      4.816	     35.274	      0.000	     12.388	      1.243	      0.000	         0.006	         0.026	      0.815	      0.758	      0.789	      0.812
       443	   61473000	     forest	      0.550	        42.810	      2.331	     37.512	      0.000	     16.767	      0.031	      0.000	         0.000	         0.002	      0.608	      0.637	      0.489	      0.389
       444	   61500000	     forest	      0.733	        42.042	      5.845	     38.540	      0.000	     11.930	      0.842	      0.000	         0.069	         0.028	      0.592	      0.629	      0.489	      0.384
       445	   61510000	     forest	      0.434	        42.001	      6.468	     36.991	      0.000	     13.144	      0.939	      0.000	         0.022	         0.055	      0.590	      0.627	      0.490	      0.384
       446	   61520000	      grass	      0.737	        31.650	     14.212	     38.727	      0.000	     13.957	      0.709	      0.000	         0.008	         0.023	      0.585	      0.624	      0.493	      0.386
       447	   61537000	     forest	      0.495	        38.400	      8.787	     37.683	      0.000	     13.194	      1.391	      0.000	         0.050	         0.084	      0.446	      0.524	      0.721	      0.616
       448	   61610000	      grass	      0.618	        38.513	      6.750	     40.907	      0.000	     12.082	      1.124	      0.000	         0.007	         0.046	      0.496	      0.551	      0.702	      0.615
       449	   61700000	      grass	      0.628	        33.595	      8.862	     42.226	      0.000	     13.008	      1.675	      0.000	         0.006	         0.047	      0.373	      0.432	      0.679	      0.506
       450	   61770000	      grass	      0.610	        35.101	     10.643	     41.209	      0.000	     11.968	      0.419	      0.000	         0.050	         0.129	      0.803	      0.752	      0.768	      0.809
       451	   61800500	      grass	      1.088	        31.861	     12.335	     41.699	      0.000	     12.083	      0.929	      0.000	         0.004	         0.016	      0.448	      0.524	      0.507	      0.364
       452	   61815000	     forest	      0.650	        44.080	      9.804	     33.230	      0.000	     10.901	      1.335	      0.000	         0.001	         0.059	      0.415	      0.483	      0.555	      0.390
       453	   61826000	     forest	      0.574	        37.119	     13.783	     36.465	      0.000	     10.694	      1.330	      0.000	         0.034	         0.154	      0.415	      0.483	      0.555	      0.391
       454	   61830000	      grass	      0.961	        33.723	     17.386	     34.822	      0.000	     10.866	      1.942	      0.000	         0.301	         0.373	      0.416	      0.483	      0.570	      0.408
       455	   61861000	      grass	      2.631	        31.875	     11.209	     42.095	      0.000	     11.518	      0.670	      0.000	         0.001	         0.009	      0.418	      0.472	      0.658	      0.526
       456	   61865000	      grass	      1.716	        33.236	     10.694	     41.400	      0.000	     11.311	      1.631	      0.000	         0.013	         0.072	      0.541	      0.596	      0.630	      0.502
       457	   61879000	      grass	      2.264	        32.355	     13.268	     39.702	      0.000	     10.831	      1.551	      0.000	         0.029	         0.077	      0.556	      0.611	      0.588	      0.457
       458	   61886000	      grass	      1.232	        34.959	     13.110	     36.875	      0.000	     10.534	      3.213	      0.000	         0.078	         0.185	      0.789	      0.737	      0.756	      0.797
       459	   61902000	      grass	      0.985	        30.996	     22.963	     31.624	      0.000	     10.294	      2.978	      0.000	         0.159	         0.262	      0.462	      0.514	      0.532	      0.386
       460	   61912000	     forest	      0.921	        31.435	     24.140	     30.261	      0.000	     10.587	      2.473	      0.000	         0.184	         0.261	      0.449	      0.500	      0.544	      0.391
       461	   61915000	      crops	      1.088	        27.192	     30.761	     28.156	      0.000	     10.296	      2.313	      0.000	         0.193	         0.255	      0.444	      0.495	      0.541	      0.389
       462	   62395000	     forest	      1.034	        45.084	      4.709	     20.834	      0.000	      9.776	     18.304	      0.000	         0.259	         0.190	      0.429	      0.469	      0.607	      0.478
       463	   62600000	     forest	      0.987	        49.880	      7.144	     29.138	      0.000	      8.482	      3.538	      0.000	         0.830	         0.376	      0.739	      0.668	      0.684	      0.716
       464	   62615000	     forest	      0.893	        47.597	      8.268	     30.283	      0.000	      8.664	      3.624	      0.000	         0.671	         0.352	      0.479	      0.508	      0.675	      0.553
       465	   62625000	     forest	      0.992	        40.188	     10.928	     35.235	      0.000	      9.695	      2.937	      0.000	         0.024	         0.074	      0.521	      0.560	      0.715	      0.616
       466	   62665000	     forest	      0.350	        70.405	      2.676	     18.848	      0.000	      5.819	      0.650	      0.000	         1.251	         0.289	      0.482	      0.520	      0.681	      0.548
       467	   62670000	     forest	      0.352	        67.477	      2.687	     20.156	      0.000	      6.161	      1.489	      0.000	         1.678	         0.445	      0.502	      0.540	      0.687	      0.564
       468	   62760130	     forest	      0.484	        40.038	      8.007	     32.363	      0.000	     15.022	      1.634	      0.000	         2.451	         0.291	      0.561	      0.594	      0.708	      0.634
       469	   63350100	      grass	      0.150	        26.023	      5.422	     46.734	      0.000	     21.545	      0.011	      0.000	         0.115	         0.079	      0.582	      0.613	      0.573	      0.456
       470	   63900001	      grass	      0.346	        26.110	      8.679	     44.774	      0.000	     19.828	      0.235	      0.000	         0.028	         0.061	      0.566	      0.595	      0.559	      0.426
       471	   63955000	      grass	      0.303	        24.052	     10.966	     46.477	      0.000	     16.886	      1.286	      0.000	         0.030	         0.125	      0.554	      0.597	      0.605	      0.488
       472	   64065000	     forest	      0.445	        59.751	      8.205	     22.755	      0.000	      8.162	      0.497	      0.000	         0.185	         0.270	      0.699	      0.722	      0.754	      0.692
       473	   64360000	     forest	      0.333	        48.793	     20.789	     21.361	      0.000	      8.358	      0.364	      0.000	         0.003	         0.034	      0.691	      0.714	      0.749	      0.688
       474	   64362000	     forest	      0.477	        40.404	     17.012	     31.891	      0.000	      9.734	      0.473	      0.000	         0.008	         0.079	      0.723	      0.664	      0.694	      0.731
       475	   64380000	     forest	      0.336	        64.246	      6.637	     21.604	      0.000	      7.007	      0.161	      0.000	         0.009	         0.018	      0.617	      0.620	      0.535	      0.449
       476	   64382000	     forest	      0.422	        48.191	     11.977	     29.828	      0.000	      9.233	      0.334	      0.000	         0.016	         0.103	      0.624	      0.595	      0.426	      0.354
       477	   64442800	     forest	      0.263	        48.795	     23.330	     16.690	      0.000	      9.216	      1.656	      0.000	         0.050	         0.216	      0.623	      0.593	      0.425	      0.353
       478	   64447000	     forest	      0.311	        41.716	     29.065	     17.662	      0.000	      9.676	      1.525	      0.000	         0.046	         0.400	      0.618	      0.596	      0.447	      0.373
       479	   64465000	     forest	      0.303	        41.643	     30.042	     17.101	      0.000	      9.293	      1.469	      0.000	         0.149	         0.322	      0.659	      0.653	      0.484	      0.386
       480	   64501000	     forest	      0.274	        48.400	     23.933	     17.404	      0.000	      8.479	      1.018	      0.000	         0.491	         0.317	      0.612	      0.600	      0.448	      0.363
       481	   64507000	     forest	      0.293	        45.255	     26.922	     17.397	      0.000	      8.303	      1.352	      0.000	         0.479	         0.305	      0.645	      0.681	      0.676	      0.571
       482	   64508500	      crops	      0.427	        27.394	     44.790	     19.317	      0.000	      7.451	      0.510	      0.000	         0.110	         0.235	      0.745	      0.773	      0.795	      0.720
       483	   64550000	      crops	      0.835	        16.849	     49.659	     22.332	      0.000	      7.133	      3.186	      0.000	         0.006	         0.052	      0.669	      0.690	      0.713	      0.614
       484	   64613000	      crops	      0.585	        19.228	     43.800	     26.051	      0.000	     10.081	      0.197	      0.000	         0.057	         0.128	      0.667	      0.683	      0.600	      0.485
       485	   64617000	      crops	      0.442	        18.621	     43.570	     27.528	      0.000	      9.273	      0.463	      0.000	         0.104	         0.756	      0.658	      0.679	      0.616	      0.501
       486	   64620000	     forest	      0.156	        60.339	     13.636	     17.023	      0.000	      8.332	      0.511	      0.000	         0.004	         0.035	      0.477	      0.408	      0.491	      0.510
       487	   64625000	     forest	      0.226	        62.162	      9.872	     18.963	      0.000	      8.453	      0.317	      0.000	         0.009	         0.126	      0.589	      0.631	      0.582	      0.484
       488	   64645000	     forest	      0.270	        54.681	     14.814	     21.114	      0.000	      8.708	      0.315	      0.000	         0.098	         0.170	      0.605	      0.644	      0.590	      0.490
       489	   64652000	     forest	      0.333	        53.229	      8.202	     28.734	      0.000	      9.266	      0.221	      0.000	         0.015	         0.170	      0.649	      0.671	      0.603	      0.497
       490	   64655000	     forest	      0.289	        51.605	     15.612	     23.187	      0.000	      8.794	      0.379	      0.000	         0.133	         0.196	      0.706	      0.685	      0.535	      0.445
       491	   64659000	     forest	      0.400	        37.500	     22.720	     28.627	      0.000	     10.534	      0.179	      0.000	         0.040	         0.193	      0.631	      0.657	      0.584	      0.485
       492	   64673000	      crops	      0.230	        20.132	     61.963	     10.575	      0.000	      4.766	      1.693	      0.000	         0.642	         0.270	      0.678	      0.717	      0.677	      0.584
       493	   64675002	     forest	      0.304	        41.127	     26.873	     22.269	      0.000	      8.474	      0.729	      0.000	         0.224	         0.206	      0.657	      0.692	      0.656	      0.563
       494	   64682000	      grass	      1.036	        24.918	     29.833	     33.375	      0.000	     10.092	      0.740	      0.000	         0.007	         0.019	      0.710	      0.756	      0.744	      0.646
       495	   64685000	     forest	      0.370	        36.888	     31.233	     22.123	      0.000	      8.260	      0.884	      0.000	         0.241	         0.190	      0.753	      0.714	      0.733	      0.778
       496	   64693000	     forest	      0.422	        33.905	     30.383	     25.608	      0.000	      8.561	      0.881	      0.000	         0.239	         0.213	      0.702	      0.744	      0.708	      0.599
       497	   64715001	      crops	      0.260	        17.508	     50.500	     24.352	      0.000	      7.094	      0.237	      0.000	         0.048	         0.108	      0.673	      0.706	      0.651	      0.547
